Table ID,Table Title,Table Universe,Data Product Type,Year,'1-year Published Summary Levels'!A1,'5-year Published Summary Levels'!A1
C16007,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Population 5 years and over,Detailed Table,1,,
C16008,CITIZENSHIP STATUS BY AGE BY LANGUAGE SPOKEN AT HOME ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Population 5 years and over,Detailed Table,1,,
C16009,POVERTY STATUS IN THE PAST 12 MONTHS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,population 5 years and over for whom poverty status is determined,Detailed Table,1,,
C16010,EDUCATIONAL ATTAINMENT AND EMPLOYMENT STATUS BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 25 YEARS AND OVER,Population 25 years and over,Detailed Table,1,,
C17001,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE,Population for whom poverty status is determined,Detailed Table,1,,
C17001A,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE),White alone population for whom poverty status is determined,Detailed Table,1,,
C17001B,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),Black or African American alone population for whom poverty status is determined,Detailed Table,1,,
C17001C,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),American Indian and Alaska Native alone population for whom poverty status is determined,Detailed Table,1,,
C17001D,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (ASIAN ALONE),Asian alone population for whom poverty status is determined,Detailed Table,1,,
C17001E,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Native Hawaiian and Other Pacific Islander alone population for whom poverty status is determined,Detailed Table,1,,
C17001F,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (SOME OTHER RACE ALONE),Some other race alone population for whom poverty status is determined,Detailed Table,1,,
C17001G,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (TWO OR MORE RACES),Two or more races population for whom poverty status is determined,Detailed Table,1,,
C17001H,"POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","White alone, not Hispanic or Latino population for whom poverty status is determined",Detailed Table,1,,
C17001I,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO),Hispanic or Latino population for whom poverty status is determined,Detailed Table,1,,
C17002,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS ,Population for whom poverty status is determined,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C17003,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY EDUCATIONAL ATTAINMENT,Population 25 years and over for whom poverty status is determined,Detailed Table,1,,
C17004,POVERTY STATUS IN THE PAST 12 MONTHS OF INDIVIDUALS BY WORK EXPERIENCE,Population 16 years and over for whom poverty status is determined,Detailed Table,1,,
C17006,POVERTY STATUS IN THE PAST 12 MONTHS OF RELATED CHILDREN UNDER 18 YEARS BY FAMILY TYPE ,Related children under 18 years,Detailed Table,1,,
C17007,POVERTY STATUS IN THE PAST 12 MONTHS OF UNRELATED INDIVIDUALS 15 YEARS AND OVER BY SEX,Unrelated individuals 15 years and over for whom poverty status is determined,Detailed Table,1,,
C17009,POVERTY STATUS BY WORK EXPERIENCE OF UNRELATED INDIVIDUALS,Unrelated individuals for whom poverty status is determined,Detailed Table,1,,
C17010,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS ,Families,Detailed Table,1,,
C17010A,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (WHITE ALONE HOUSEHOLDER),Families with a householder who is White alone,Detailed Table,1,,
C17010B,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),Families with a householder who is Black or African American alone,Detailed Table,1,,
C17010C,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Families with a householder who is American Indian and Alaska Native alone,Detailed Table,1,,
C17010D,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (ASIAN ALONE HOUSEHOLDER),Families with a householder who is Asian alone,Detailed Table,1,,
C17010E,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),Families with a householder who is Native Hawaiian and Other Pacific Islander alone,Detailed Table,1,,
C17010F,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (SOME OTHER RACE ALONE HOUSEHOLDER),Families with a householder who is Some Other Race alone,Detailed Table,1,,
C17010G,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (TWO OR MORE RACES HOUSEHOLDER),Families with a householder who is Two or More Races,Detailed Table,1,,
C17010H,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","Families with a householder who is White alone, not Hispanic or Latino",Detailed Table,1,,
C17010I,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (HISPANIC OR LATINO),Families with a householder who is Hispanic or Latino,Detailed Table,1,,
C17012,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS,Families,Detailed Table,1,,
C17013,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF PERSONS IN FAMILY,Families,Detailed Table,1,,
C17014,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF WORKERS IN FAMILY,Families,Detailed Table,1,,
C17015,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND PUBLIC ASSISTANCE INCOME,Families,Detailed Table,1,,
C17016,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY WORK EXPERIENCE OF HOUSEHOLDER,Families,Detailed Table,1,,
C17017,POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE,Households,Detailed Table,1,,
C17018,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,Families,Detailed Table,1,,
C17019,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY TENURE,Families,Detailed Table,1,,
C17021,POVERTY STATUS OF INDIVIDUALS IN THE PAST 12 MONTHS BY LIVING ARRANGEMENT,Population for whom poverty status is determined,Detailed Table,1,,
C17022,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE,Families,Detailed Table,1,,
C17023,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Families,Detailed Table,1,,
C17024,AGE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,Population for whom poverty status is determined,Detailed Table,1,,
C17025,POVERTY STATUS IN THE PAST 12 MONTHS BY NATIVITY,Population for whom poverty status is determined,Detailed Table,1,,
C17026,RATIO OF INCOME TO POVERTY LEVEL OF FAMILIES IN THE PAST 12 MONTHS,Families,Detailed Table,1,,
C18101,SEX BY AGE BY DISABILITY STATUS,Civilian noninstitutionalized population,Detailed Table,1,,
C18102,SEX BY AGE BY HEARING DIFFICULTY,Civilian noninstitutionalized population,Detailed Table,1,,
C18103,SEX BY AGE BY VISION DIFFICULTY,Civilian noninstitutionalized population,Detailed Table,1,,
C18104,SEX BY AGE BY COGNITIVE DIFFICULTY,Civilian noninstitutionalized population 5 years and over,Detailed Table,1,,
C18105,SEX BY AGE BY AMBULATORY DIFFICULTY,Civilian noninstitutionalized population 5 years and over,Detailed Table,1,,
C18106,SEX BY AGE BY SELF-CARE DIFFICULTY,Civilian noninstitutionalized population 5 years and over,Detailed Table,1,,
C18107,SEX BY AGE BY INDEPENDENT LIVING DIFFICULTY,Civilian noninstitutionalized population 18 years and over,Detailed Table,1,,
C18108,AGE BY NUMBER OF DISABILITIES,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C18120,EMPLOYMENT STATUS BY DISABILITY STATUS,Civilian noninstitutionalized population 18 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C18121,WORK EXPERIENCE BY DISABILITY STATUS,Civilian noninstitutionalized population 18 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C18130,AGE BY DISABILITY STATUS BY POVERTY STATUS,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C18131,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY DISABILITY STATUS,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C19131,FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS),Families,Detailed Table,1,,
C19201,NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS),Nonfamily households,Detailed Table,1,,
C21001A,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE),White alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001B,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Black or African American alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001C,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),American Indian and Alaska Native alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001D,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (ASIAN ALONE),Asian alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Native Hawaiian and Other Pacific Islander alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001F,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (SOME OTHER RACE ALONE),Some other race alone civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001G,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (TWO OR MORE RACES),Two or more races civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001H,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","White alone, not Hispanic or Latino civilian population 18 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21001I,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (HISPANIC OR LATINO),Hispanic or Latino civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21005,VETERAN STATUS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 18 TO 64 YEARS ,Civilian population 18 to 64 years,Detailed Table,1,,
C21007,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Civilian population 18 years and over for whom poverty status is determined,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C21100,SERVICE-CONNECTED DISABILITY-RATING STATUS FOR CIVILIAN VETERANS 18 YEARS AND OVER,Civilian veterans 18 years and over,Detailed Table,1,,
C22001,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Households,Detailed Table,1,,
C23001,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Population 16 years and over,Detailed Table,1,,
C23002A,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),White alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002B,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Black or African American alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002C,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),American Indian and Alaska Native alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002D,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Asian alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Native Hawaiian and Other Pacific Islander alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002F,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Some other race alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002G,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Two or more races population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002H,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","White alone, not Hispanic or Latino population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23002I,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Hispanic or Latino population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23004,WORK STATUS IN THE PAST 12 MONTHS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 65 YEARS AND OVER,Civilian population 65 years and over,Detailed Table,1,,
C23007,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS,Opposite-sex married-couple families and families maintained by women and men with no spouse present,Detailed Table,1,,
C23008,AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS,Own children under 18 years in families and subfamilies,Detailed Table,1,,
C23022,SEX BY FULL-TIME WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS,Population 16 to 64 years,Detailed Table,1,,
C24010,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Civilian employed population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C24010A,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE),Civilian employed White alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010B,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Civilian employed Black or African American alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010C,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Civilian employed American Indian and Alaska Native alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010D,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE),Civilian employed Asian alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010F,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Civilian employed Some other race alone population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010G,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Civilian employed Two or more races population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24010H,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","Civilian employed White alone, not Hispanic or Latino population 16 years and over",Detailed Table,5,,Excludes Place/Remainder (070)
C24010I,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Civilian employed Hispanic or Latino population 16 years and over,Detailed Table,5,,Excludes Place/Remainder (070)
C24020,"SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Full-time, year-round civilian employed population 16 years and over",Detailed Table,"1,5",,Excludes Place/Remainder (070)
C24030,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Civilian employed population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C24040,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Full-time, year-round civilian employed population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C24050,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER,Civilian employed population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C24060,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER ,Civilian employed population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
